iter	MultiRMSE
625	2.558505306
626	2.558489007
627	2.55847802
628	2.558466531
629	2.558449281
630	2.558428565
631	2.558413657
632	2.558400618
633	2.558383331
634	2.558365884
635	2.558354524
636	2.558333611
637	2.558316675
638	2.558293293
639	2.558275281
640	2.558255083
641	2.558241855
642	2.558231889
643	2.558216978
644	2.55820407
645	2.558191106
646	2.55817166
647	2.558156941
648	2.558143362
649	2.558128542
650	2.558115455
651	2.558102528
652	2.558088142
653	2.558078612
654	2.558059757
655	2.558041207
656	2.558025086
657	2.558009271
658	2.557992499
659	2.557972809
660	2.557950422
661	2.557931694
662	2.557919083
663	2.557909045
664	2.557888739
665	2.55787399
666	2.557862346
667	2.55784982
668	2.557842716
669	2.557828414
670	2.55781742
671	2.557805554
672	2.557787102
673	2.557774638
674	2.557756479
675	2.557735222
676	2.557715967
677	2.557704667
678	2.557693387
679	2.557678651
680	2.557657251
681	2.5576446
682	2.557632835
683	2.557613759
684	2.55760419
685	2.557589044
686	2.557570161
687	2.557558573
688	2.557541984
689	2.557529689
690	2.557521441
691	2.557504616
692	2.557493481
693	2.557476161
694	2.557460425
695	2.557443246
696	2.557431167
697	2.557417096
698	2.557400777
699	2.557386605
700	2.557377432
701	2.557371161
702	2.557349225
703	2.557337703
704	2.55732401
705	2.557313333
706	2.557303672
707	2.557288749
708	2.557267921
709	2.557254204
710	2.55724152
711	2.557233228
712	2.557215901
713	2.557199562
714	2.557183711
715	2.557170825
716	2.557151607
717	2.557137299
718	2.557118835
719	2.557101533
720	2.557087624
721	2.557077053
722	2.557059134
723	2.557047459
724	2.557023266
725	2.557012612
726	2.556995689
727	2.556980857
728	2.556970872
729	2.556953053
730	2.556944236
731	2.556929516
732	2.556917027
733	2.556906875
734	2.556881609
735	2.55686844
736	2.556856431
737	2.556838196
738	2.556823454
739	2.556806421
740	2.55679154
741	2.556779568
742	2.556762391
743	2.556746655
744	2.556730184
745	2.556707624
746	2.556692305
747	2.556675612
748	2.556662241
749	2.556643904
750	2.556628942
751	2.556616011
752	2.556601977
753	2.55659
754	2.556573817
755	2.556561885
756	2.556547955
757	2.556537413
758	2.556522345
759	2.556508833
760	2.556496107
761	2.556485439
762	2.556465397
763	2.556448196
764	2.556433049
765	2.556423197
766	2.556410516
767	2.556397762
768	2.55638214
769	2.556364129
770	2.556348097
771	2.556337682
772	2.556324227
773	2.556310378
774	2.556303635
775	2.556291539
776	2.556274024
777	2.556265757
778	2.55625228
779	2.556237382
780	2.556225075
781	2.556218545
782	2.55620847
783	2.556198759
784	2.556181942
785	2.556164945
786	2.556150237
787	2.556135386
788	2.556121695
789	2.556112953
790	2.556095184
791	2.55608168
792	2.556069917
793	2.556057473
794	2.556041796
795	2.556032487
796	2.55601676
797	2.556002578
798	2.555988574
799	2.55597537
800	2.555957078
801	2.55594526
802	2.555929909
803	2.555914224
804	2.555904509
805	2.555889075
806	2.555872067
807	2.555862835
808	2.555846307
809	2.555835737
810	2.55581967
811	2.55580561
812	2.555787952
813	2.555768007
814	2.555755369
815	2.555742437
816	2.555727431
817	2.555713606
818	2.555705705
819	2.555691232
820	2.555670458
821	2.555651859
822	2.555636823
823	2.555618757
824	2.555598081
825	2.555584741
826	2.555568018
827	2.55555512
828	2.555546241
829	2.555534261
830	2.555517516
831	2.555501843
832	2.555484379
833	2.555470602
834	2.555449924
835	2.555437935
836	2.555429546
837	2.555413962
838	2.555405077
839	2.55538968
840	2.555375349
841	2.555366048
842	2.555348458
843	2.555333971
844	2.555322968
845	2.555303961
846	2.555287519
847	2.555270423
848	2.555249903
849	2.555231007
850	2.555219746
851	2.555210934
852	2.555190376
853	2.555176906
854	2.555162282
855	2.555149513
856	2.555138509
857	2.555129549
858	2.555120352
859	2.555103895
860	2.555091467
861	2.555080363
862	2.555067759
863	2.555054464
864	2.555038876
865	2.555026211
866	2.555006552
867	2.554987777
868	2.55497289
869	2.554946898
870	2.554934388
871	2.554921294
872	2.554910496
873	2.554894439
874	2.554881724
875	2.554870648
876	2.554852925
877	2.554836587
878	2.554825124
879	2.554814299
880	2.554800998
881	2.554779277
882	2.554765286
883	2.554752463
884	2.554730515
885	2.554715627
886	2.554701946
887	2.554687681
888	2.554673717
889	2.554663577
890	2.554649957
891	2.554632721
892	2.554619522
893	2.55459783
894	2.554590166
895	2.554577688
896	2.554565357
897	2.554550499
898	2.554539008
899	2.554530582
900	2.554522064
901	2.554503916
902	2.554490379
903	2.554476038
904	2.554462411
905	2.554450986
906	2.554433334
907	2.554415718
908	2.554404166
909	2.554391041
910	2.554378876
911	2.554365516
912	2.554352614
913	2.554334327
914	2.554317932
915	2.554306321
916	2.554289489
917	2.554275298
918	2.554264294
919	2.554249524
920	2.554238495
921	2.554216827
922	2.5541972
923	2.554185681
924	2.554177047
925	2.554162874
926	2.554147835
927	2.554132449
928	2.55411561
929	2.554106684
930	2.554094434
931	2.554087956
932	2.5540793
933	2.554065935
934	2.554051914
935	2.554034754
936	2.554019784
937	2.554004061
938	2.553989527
939	2.553976199
940	2.553962428
941	2.553952442
942	2.55393727
943	2.553919891
944	2.553906941
945	2.553891184
946	2.55387747
947	2.553862275
948	2.553845469
949	2.553828368
950	2.553815391
951	2.553807337
952	2.553788063
953	2.5537768
954	2.553769523
955	2.553753221
956	2.553736554
957	2.553721488
958	2.553707322
959	2.553697235
960	2.553685785
961	2.553668999
962	2.55365101
963	2.553639264
964	2.553622983
965	2.553610048
966	2.553598276
967	2.553585207
968	2.553573853
969	2.553560539
970	2.553541734
971	2.553529636
972	2.553517881
973	2.553501233
974	2.553493584
975	2.553479424
976	2.553469551
977	2.553461939
978	2.553452732
979	2.553443867
980	2.553429637
981	2.553417637
982	2.55340889
983	2.55339863
984	2.553384936
985	2.553375697
986	2.553357473
987	2.553347151
988	2.553331911
989	2.553319525
990	2.553307465
991	2.553294927
992	2.55328398
993	2.553272137
994	2.553262364
995	2.553252094
996	2.553241348
997	2.553225022
998	2.553206771
999	2.553191279
1000	2.553179305
1001	2.553168485
1002	2.553158278
1003	2.553139001
1004	2.553123737
1005	2.553111668
1006	2.553099075
1007	2.553086353
1008	2.553071883
1009	2.553066001
1010	2.553053117
1011	2.553044133
1012	2.553030827
1013	2.553016727
1014	2.553010586
1015	2.552993834
1016	2.552981618
1017	2.552971076
1018	2.552951734
1019	2.552940633
1020	2.552931026
1021	2.552921928
1022	2.552908679
1023	2.552896196
1024	2.552883206
1025	2.552870954
1026	2.552859874
1027	2.552843491
1028	2.5528323
1029	2.552819923
1030	2.552811723
1031	2.552799976
1032	2.552789278
1033	2.552772707
1034	2.552761591
1035	2.552751052
1036	2.55273765
1037	2.55272843
1038	2.552715451
1039	2.552700414
1040	2.552688272
1041	2.552674652
1042	2.55266029
1043	2.552647073
1044	2.552635796
1045	2.552626342
1046	2.552614783
1047	2.552601574
1048	2.552585118
1049	2.55257055
1050	2.552562847
1051	2.552551129
1052	2.552533596
1053	2.552514562
1054	2.552499281
1055	2.552489345
1056	2.552479173
1057	2.552470752
1058	2.552460176
1059	2.552445776
1060	2.552429263
1061	2.552409107
1062	2.552395435
1063	2.552388039
1064	2.552372485
1065	2.552362177
1066	2.552343354
1067	2.552329421
1068	2.552316928
1069	2.552304815
1070	2.552294686
1071	2.552284707
1072	2.552272323
1073	2.552257066
1074	2.552247819
1075	2.552234579
1076	2.552219424
1077	2.552204799
1078	2.55219265
1079	2.552177778
1080	2.552169089
1081	2.552157131
1082	2.552142281
1083	2.552127357
1084	2.552113702
1085	2.552096204
1086	2.552087288
1087	2.552072722
1088	2.55206236
1089	2.552050723
1090	2.5520348
1091	2.552025488
1092	2.55201281
1093	2.55199914
1094	2.551987727
1095	2.551975967
1096	2.551963555
1097	2.551950879
1098	2.551940633
1099	2.551925135
1100	2.551911939
1101	2.551900022
1102	2.551885608
1103	2.551868495
1104	2.551859113
1105	2.551846548
1106	2.551835596
1107	2.551821603
1108	2.551808669
1109	2.551794616
1110	2.551785361
1111	2.551776471
1112	2.551762872
1113	2.551751318
1114	2.551735086
1115	2.551726219
1116	2.551715665
1117	2.5517027
1118	2.551687852
1119	2.551674694
1120	2.551661805
1121	2.551646737
1122	2.551637295
1123	2.551626991
1124	2.551614607
1125	2.551603389
1126	2.551589185
1127	2.551575818
1128	2.551554855
1129	2.551542372
1130	2.551521505
1131	2.551506397
1132	2.551491657
1133	2.55148034
1134	2.551469274
1135	2.551461996
1136	2.551452654
1137	2.551441671
1138	2.55142318
1139	2.551412246
1140	2.551405059
1141	2.551393237
1142	2.55137887
1143	2.551365982
1144	2.551347579
1145	2.551336936
1146	2.551327264
1147	2.551318565
1148	2.551305385
1149	2.551289048
1150	2.551276271
1151	2.551263931
1152	2.551249602
1153	2.551240756
1154	2.551223805
1155	2.551215516
1156	2.551205497
1157	2.551192616
1158	2.551178099
1159	2.551164187
1160	2.551151967
1161	2.551138509
1162	2.551121692
1163	2.551106411
1164	2.551085148
1165	2.551072196
1166	2.551066427
1167	2.551057641
1168	2.551046156
1169	2.551039974
1170	2.551024865
1171	2.551015931
1172	2.551003725
1173	2.550991515
1174	2.550978332
1175	2.550963245
1176	2.550956531
1177	2.55094273
1178	2.55093343
1179	2.550920784
1180	2.550912018
1181	2.550901005
1182	2.55089227
1183	2.550876867
1184	2.550865649
1185	2.550852394
1186	2.55083351
1187	2.550821612
1188	2.550810486
1189	2.550795757
1190	2.550782761
1191	2.550766481
1192	2.550750532
1193	2.550742787
1194	2.550735217
1195	2.550722405
1196	2.550707229
1197	2.550698207
1198	2.550688415
1199	2.550673075
1200	2.550655768
1201	2.550640911
1202	2.550624637
1203	2.550611151
1204	2.550602919
1205	2.550588304
1206	2.550572472
1207	2.550564066
1208	2.550555858
1209	2.55054355
1210	2.550531209
1211	2.550515457
1212	2.550501786
1213	2.550482281
1214	2.550474016
1215	2.550460887
1216	2.550442457
1217	2.550430088
1218	2.550421277
1219	2.550406137
1220	2.550393081
1221	2.550377669
1222	2.550358508
1223	2.550339028
1224	2.55033058
1225	2.550316777
1226	2.550301299
1227	2.550291724
1228	2.550276953
1229	2.550264173
1230	2.550247742
1231	2.550230573
1232	2.550220057
1233	2.550206558
1234	2.550195623
1235	2.55017815
1236	2.550164394
1237	2.550152393
1238	2.550134
1239	2.550121722
1240	2.550113009
1241	2.550100187
1242	2.55008836
1243	2.550076257
1244	2.55006308
1245	2.550052057
1246	2.550041001
1247	2.55003391
1248	2.550020652
1249	2.550007934
1250	2.549993453
1251	2.549982024
1252	2.549968084
1253	2.549962212
1254	2.549947688
1255	2.5499374
1256	2.549927771
1257	2.549915096
1258	2.5499043
1259	2.54989208
1260	2.549874215
1261	2.549856948
1262	2.549837805
1263	2.54982815
1264	2.5498145
1265	2.549799946
1266	2.549783503
1267	2.549770461
1268	2.549764098
1269	2.549755645
1270	2.549745698
1271	2.549736713
1272	2.549722913
1273	2.549710373
1274	2.549700273
1275	2.549690957
1276	2.549682395
1277	2.549672963
1278	2.549665016
1279	2.549653991
1280	2.549641261
1281	2.549628921
1282	2.549616925
1283	2.549606352
1284	2.549589729
1285	2.549573313
1286	2.549567893
1287	2.549553108
1288	2.549538286
1289	2.549523943
1290	2.549509409
1291	2.54948863
1292	2.549476651
1293	2.549468998
1294	2.549459957
1295	2.54945009
1296	2.549437435
1297	2.549425682
1298	2.549418181
1299	2.549407211
1300	2.549396506
1301	2.549390427
1302	2.549374389
1303	2.549361114
1304	2.549351252
1305	2.549343306
1306	2.549329381
1307	2.549317662
1308	2.549307221
1309	2.549294468
1310	2.549280512
1311	2.54927042
1312	2.549256874
1313	2.549243952
1314	2.54923536
1315	2.549220555
1316	2.549199246
1317	2.549187267
1318	2.549172747
1319	2.549162929
1320	2.549151644
1321	2.549140022
1322	2.549128949
1323	2.54912038
1324	2.549104318
1325	2.549089282
1326	2.549075938
1327	2.549064195
1328	2.549054545
1329	2.549043472
1330	2.549033005
1331	2.549023214
1332	2.549009503
1333	2.549000871
1334	2.54898439
1335	2.548975483
1336	2.548966763
1337	2.548952401
1338	2.548938979
1339	2.548924776
1340	2.54891477
1341	2.548901524
1342	2.548890913
1343	2.548878026
1344	2.548867596
1345	2.548851206
1346	2.5488307
1347	2.548824801
1348	2.548807149
1349	2.548791093
1350	2.548774002
1351	2.548756868
1352	2.548744144
1353	2.548728439
1354	2.548708341
1355	2.548695339
1356	2.548679434
1357	2.548663701
1358	2.548651083
1359	2.548632113
1360	2.548620632
1361	2.548610785
1362	2.548592747
1363	2.548582451
1364	2.548566989
1365	2.548550486
1366	2.5485326
1367	2.548516184
1368	2.548503464
1369	2.54848822
1370	2.548476
1371	2.548463256
1372	2.54845312
1373	2.548443703
1374	2.548431963
1375	2.548420254
1376	2.548408626
1377	2.548398781
1378	2.548391353
1379	2.548383729
1380	2.548372572
1381	2.548362428
1382	2.548352746
1383	2.548340683
1384	2.548330559
1385	2.548321019
1386	2.548308735
1387	2.548295589
1388	2.548284944
1389	2.548278612
1390	2.548267828
1391	2.548258037
1392	2.548242812
1393	2.548225854
1394	2.548214788
1395	2.548206728
1396	2.548197199
1397	2.548183568
1398	2.548174836
1399	2.548164781
1400	2.548155851
1401	2.548141176
1402	2.54812845
1403	2.548109769
1404	2.548098701
1405	2.548090937
1406	2.548081766
1407	2.548070891
1408	2.548058626
1409	2.548048315
1410	2.548036953
1411	2.548024272
1412	2.548011081
1413	2.548001901
1414	2.547989285
1415	2.547980136
1416	2.547966017
1417	2.547957863
1418	2.547949639
1419	2.547938145
1420	2.547925208
1421	2.54791141
1422	2.547901257
1423	2.547888682
1424	2.547879182
1425	2.547871343
1426	2.547862621
1427	2.54785585
1428	2.54784326
1429	2.547830185
1430	2.547816691
1431	2.547809567
1432	2.547800218
1433	2.547790759
1434	2.547783843
1435	2.547775399
1436	2.547768606
1437	2.547760257
1438	2.547747561
1439	2.547733155
1440	2.547719804
1441	2.547710083
1442	2.547703603
1443	2.547688485
1444	2.547677891
1445	2.547664156
1446	2.547654559
1447	2.547640984
1448	2.547631175
1449	2.547618034
1450	2.547606451
1451	2.547596886
1452	2.547586652
1453	2.547563059
1454	2.547547308
1455	2.547534985
1456	2.547528994
1457	2.547515887
1458	2.547502536
1459	2.547493058
1460	2.547469713
1461	2.547454357
1462	2.547434738
1463	2.54742644
1464	2.547413044
1465	2.54739874
1466	2.54738714
1467	2.547375507
1468	2.547365602
1469	2.547354342
1470	2.547338034
1471	2.547320962
1472	2.547309458
1473	2.54729576
1474	2.547287387
1475	2.547273437
1476	2.547258
1477	2.547242262
1478	2.547230677
1479	2.547218189
1480	2.547207699
1481	2.547195933
1482	2.547185256
1483	2.547177971
1484	2.547170853
1485	2.547157853
1486	2.547151003
1487	2.547132108
1488	2.547119789
1489	2.547101561
1490	2.547085634
1491	2.547076163
1492	2.547064426
1493	2.547056809
1494	2.547046956
1495	2.547038869
1496	2.547024407
1497	2.547008933
1498	2.546997359
1499	2.546988755
1500	2.54697694
1501	2.546962209
1502	2.546952593
1503	2.546940233
1504	2.546927201
1505	2.546919763
1506	2.546906966
1507	2.546895374
1508	2.546883429
1509	2.546863321
1510	2.546848223
1511	2.546838984
1512	2.546826583
1513	2.546817162
1514	2.546804631
1515	2.54679312
1516	2.546784042
1517	2.546773881
1518	2.546761637
1519	2.546746476
1520	2.546735367
1521	2.546724639
1522	2.546713416
1523	2.546698919
1524	2.546690472
1525	2.546675887
1526	2.546663923
1527	2.546647202
1528	2.546633336
1529	2.546624092
1530	2.546614422
1531	2.546601148
1532	2.546592417
1533	2.546583031
1534	2.546574347
1535	2.546565458
1536	2.546548614
1537	2.546540301
1538	2.546526772
1539	2.546517484
1540	2.546503274
1541	2.546496226
1542	2.546485063
1543	2.546473134
1544	2.546461893
1545	2.546452755
1546	2.546441476
1547	2.546421835
1548	2.546405695
1549	2.546399908
1550	2.546385445
1551	2.546372231
1552	2.546365347
1553	2.54635734
1554	2.546342345
1555	2.546327431
1556	2.546315758
1557	2.546304205
1558	2.546287913
1559	2.546268576
1560	2.546259822
1561	2.546248305
1562	2.54623667
1563	2.546218451
1564	2.546208947
1565	2.546192591
1566	2.546182255
1567	2.54617184
1568	2.546162888
1569	2.54615695
1570	2.546141864
1571	2.546129715
1572	2.546120789
1573	2.546109518
1574	2.546097944
1575	2.546086822
1576	2.546075135
1577	2.546067869
1578	2.546058763
1579	2.546042936
1580	2.546032668
1581	2.54602005
1582	2.546009758
1583	2.545999178
1584	2.545987153
1585	2.545973775
1586	2.545962391
1587	2.545952632
1588	2.545938956
1589	2.545927322
1590	2.545911149
1591	2.545902286
1592	2.545893693
1593	2.545877466
1594	2.5458681
1595	2.545856234
1596	2.545849553
1597	2.545841349
1598	2.545829499
1599	2.545815868
1600	2.545804056
1601	2.545794699
1602	2.54578678
1603	2.545772181
1604	2.545763538
1605	2.545750824
1606	2.545739651
1607	2.545729473
1608	2.545711573
1609	2.545701251
1610	2.545697537
1611	2.545686575
1612	2.545670693
1613	2.54565884
1614	2.545648543
1615	2.5456439
1616	2.545636712
1617	2.545627567
1618	2.545618286
1619	2.545609593
1620	2.545600176
1621	2.545588179
1622	2.545578556
1623	2.545563255
1624	2.545554618
1625	2.54553828
1626	2.545529457
1627	2.545515775
1628	2.545503337
1629	2.545492708
1630	2.545485946
1631	2.545470418
1632	2.545459445
1633	2.545452341
1634	2.54544173
1635	2.54543067
1636	2.545416999
1637	2.545407177
1638	2.545397601
1639	2.545383979
1640	2.54537563
1641	2.545357928
1642	2.545352353
1643	2.545345384
1644	2.545334086
1645	2.545325919
1646	2.545312659
1647	2.545302845
1648	2.545293342
1649	2.545280293
1650	2.545270071
1651	2.54525896
1652	2.545244581
1653	2.545235383
1654	2.545217941
1655	2.545204501
1656	2.545188656
1657	2.54518041
1658	2.545162541
1659	2.545153911
1660	2.54514541
1661	2.545135836
1662	2.545118883
1663	2.545110134
