iter	MultiRMSE
1664	2.545093951
1665	2.545082905
1666	2.545068794
1667	2.545059072
1668	2.545044237
1669	2.545032696
1670	2.545021294
1671	2.54500666
1672	2.544992452
1673	2.544983512
1674	2.544976
1675	2.544962328
1676	2.544949105
1677	2.544941139
1678	2.544931099
1679	2.544920665
1680	2.544907174
1681	2.544895318
1682	2.544886491
1683	2.544879333
1684	2.544862787
1685	2.544850161
1686	2.544836717
1687	2.544825777
1688	2.544818879
1689	2.54480799
1690	2.544793792
1691	2.544784219
1692	2.544776308
1693	2.544767275
1694	2.54475758
1695	2.544743567
1696	2.544734334
1697	2.544722642
1698	2.544708078
1699	2.544694153
1700	2.544679286
1701	2.544670399
1702	2.544656439
1703	2.544641874
1704	2.544629811
1705	2.544621921
1706	2.544613003
1707	2.544598137
1708	2.544580701
1709	2.544571081
1710	2.544552117
1711	2.544535868
1712	2.544528212
1713	2.544515529
1714	2.54450049
1715	2.544491535
1716	2.544477708
1717	2.544466349
1718	2.54445775
1719	2.544453459
1720	2.544447762
1721	2.544439652
1722	2.544425223
1723	2.544415458
1724	2.544402126
1725	2.544389095
1726	2.544374383
1727	2.544363688
1728	2.544351992
1729	2.544344004
1730	2.544329312
1731	2.54431845
1732	2.544304713
1733	2.54429063
1734	2.544279138
1735	2.544269848
1736	2.544258094
1737	2.544249018
1738	2.544239047
1739	2.544231294
1740	2.544220956
1741	2.54421288
1742	2.544202321
1743	2.544191493
1744	2.544177804
1745	2.544166713
1746	2.544156979
1747	2.544149121
1748	2.544133911
1749	2.544126846
1750	2.544112879
1751	2.544101737
1752	2.544095297
1753	2.544088572
1754	2.544080643
1755	2.544065692
1756	2.544057661
1757	2.544046296
1758	2.544033609
1759	2.54401991
1760	2.544015207
1761	2.544006018
1762	2.543995428
1763	2.543979772
1764	2.543967535
1765	2.543954036
1766	2.543944409
1767	2.543929051
1768	2.543913649
1769	2.543900056
1770	2.543886527
1771	2.54387422
1772	2.543868559
1773	2.54385922
1774	2.54384496
1775	2.543835892
1776	2.543822541
1777	2.543810835
1778	2.543802835
1779	2.543784467
1780	2.543777929
1781	2.543768247
1782	2.54375571
1783	2.543744441
1784	2.543734668
1785	2.543726172
1786	2.543715557
1787	2.543706636
1788	2.543696278
1789	2.543682624
1790	2.543671624
1791	2.54366156
1792	2.543651335
1793	2.543638154
1794	2.543626285
1795	2.543610386
1796	2.543601396
1797	2.543589989
1798	2.543578682
1799	2.543561405
1800	2.543551774
1801	2.543538573
1802	2.54352624
1803	2.54351161
1804	2.543499881
1805	2.543493329
1806	2.543487382
1807	2.543469505
1808	2.54346396
1809	2.543449012
1810	2.543433988
1811	2.543420393
1812	2.543411589
1813	2.543402098
1814	2.543392134
1815	2.543384952
1816	2.543376504
1817	2.54336552
1818	2.54334834
1819	2.543335844
1820	2.543328694
1821	2.543318183
1822	2.543307187
1823	2.543289665
1824	2.543279802
1825	2.543269834
1826	2.543263119
1827	2.543253771
1828	2.543240005
1829	2.543234014
1830	2.543216618
1831	2.543203345
1832	2.543187494
1833	2.543178381
1834	2.543166805
1835	2.543156162
1836	2.543147543
1837	2.543134273
1838	2.543125284
1839	2.543113577
1840	2.543101733
1841	2.543090961
1842	2.543080092
1843	2.543064195
1844	2.54305766
1845	2.54304934
1846	2.543034172
1847	2.543020025
1848	2.54300099
1849	2.542990893
1850	2.542982819
1851	2.542971498
1852	2.5429632
1853	2.542956624
1854	2.542945997
1855	2.542937577
1856	2.542935466
1857	2.542922775
1858	2.542914311
1859	2.542904746
1860	2.542887843
1861	2.542872219
1862	2.542860303
1863	2.542847887
1864	2.542838003
1865	2.542820655
1866	2.542809574
1867	2.542799674
1868	2.542791527
1869	2.542783787
1870	2.542771447
1871	2.542761105
1872	2.542749205
1873	2.542735722
1874	2.54273151
1875	2.542711008
1876	2.542698425
1877	2.54268672
1878	2.542670628
1879	2.542655907
1880	2.542648193
1881	2.542640507
1882	2.542630139
1883	2.542620094
1884	2.542607681
1885	2.54259582
1886	2.542583961
1887	2.54257422
1888	2.542568045
1889	2.542557612
1890	2.542547524
1891	2.542535653
1892	2.542528414
1893	2.542520676
1894	2.542512728
1895	2.542505068
1896	2.542488332
1897	2.542474489
1898	2.542464712
1899	2.542459716
1900	2.542448677
1901	2.542435877
1902	2.542423348
1903	2.542407388
1904	2.542395022
1905	2.542383354
1906	2.542374698
1907	2.542365037
1908	2.542352185
1909	2.542343039
1910	2.542338402
1911	2.542323984
1912	2.542309517
1913	2.542295572
1914	2.542284809
1915	2.542275308
1916	2.542268787
1917	2.542255974
1918	2.542244643
1919	2.54223244
1920	2.542223335
1921	2.542215534
1922	2.542205369
1923	2.542198152
1924	2.542187872
1925	2.542173136
1926	2.542162025
1927	2.542150614
1928	2.54214016
1929	2.542129583
1930	2.542119174
1931	2.542105975
1932	2.542098096
1933	2.54209057
1934	2.54207948
1935	2.542067052
1936	2.542051912
1937	2.542044243
1938	2.542035901
1939	2.542026291
1940	2.542021768
1941	2.54201243
1942	2.541999158
1943	2.541983406
1944	2.541970354
1945	2.541953591
1946	2.541944146
1947	2.541931343
1948	2.541922136
1949	2.541909861
1950	2.54189618
1951	2.541888552
1952	2.541874752
1953	2.541868521
1954	2.541858666
1955	2.54185114
1956	2.541841711
1957	2.541831913
1958	2.541824483
1959	2.541817557
1960	2.541811572
1961	2.541804716
1962	2.541794589
1963	2.541786569
1964	2.541777964
1965	2.541766945
1966	2.541754819
1967	2.541744061
1968	2.541731491
1969	2.541715441
1970	2.541708929
1971	2.541697301
1972	2.541689621
1973	2.541673713
1974	2.54166616
1975	2.541661129
1976	2.541642884
1977	2.541635377
1978	2.541627456
1979	2.541612021
1980	2.541603344
1981	2.541593754
1982	2.541580175
1983	2.541566288
1984	2.541557862
1985	2.541544335
1986	2.541528381
1987	2.541515918
1988	2.541501304
1989	2.541490917
1990	2.541484011
1991	2.541474417
1992	2.541458302
1993	2.541449377
1994	2.541437113
1995	2.541425648
1996	2.54141807
1997	2.541409281
1998	2.541398721
1999	2.541387322
